1748,(4),Borrowed,1748,Returned
Feb. 22.,C.6.27,Bishop of Coventry′s Defence of,Ap 25,B. of Coventries Defence &c
,,Christianity,,
,C.6.28,Vindication of said Defence (2 Voll.,Ap 25,Vindication of s[ai]d Defence
,,on Prof. Shaws order by,,
,,Laur: Gillespy,,
22,J.5.1,Rollins ancient Hist. V. 3<sup>d</sup>,ffeb. 29,Rollins an<sup>t</sup> Hist. Vol. 3
,,on Mr Gregories order by,,
,,Willm Tailzier,,
22,K.2.21,Merchant on Þe N. Testamt,Mar 28,Merch<sup>t</sup> on Þe N. Test.
,,on Mr Gregories order by,,
,,Robt Brown,,
23,K.1.5,Spanhemii Operum Tom 3<sup>tius</sup>,Mar. 21,Spanhemii Op. Tom 3<sup>tius</sup>
,C.8.51,Owen de Justitia divina,Apr 16,Owen de Justitia Divina
,,on Prin. Murisons order by,,
,,Alexr Ferriar,,
23,E.7.68,Spectator Vol. 5th,Mar. 1,Spectator Vol. 5th
,,on Mr Rymers order by,,
,,Andr Hutton.,,
24,K.6.21,Oriental Tales 2 Voll.,Mar. 11,Oriental Tales 2 Voll.
,,on Mr Rymers order by,,
,,Al. Duncan,,
25,J.1.5,Monteiths Hist. of Þe Rebellion,Mar. 29,Monteiths Hist. of Þe Reb<sup>n</sup>
,E.6.12,Swifts Miscellanies Vol. 3<sup>d</sup>,Ap. 26,Swifts Miscellanies V. 3<sup>d</sup>
,,on Mr Rymers order by,,
,,Georg. Dempster,,
26,J.4.21,Sykes on Nat. and revealed Religion,Mar. 16,Sykes on Nat. & reveald Relig.
,J.4.16,Campbells Enquiry,May 16,Campbells Enquiry
,J.4.13,Boyles Lectures 4 Voll.,Mar. 21,Boyles Lectures 4 Voll.
,,on Prinll Murisons order by,,
,,Robt Balfour,,|-}
,K.2.5,Bayles Dictionary Vol. 1<sup>st</sup>,Mar. 16,Bayles Dictionary Vol. 1<sup>st</sup>
,,on Mr Rymers order by,,
,,Jerom Stones,,
26,J.2.7,Whitby on Þe N. Testamt Vol 2,Mar 18,Whitby on Þe N. Test. Vol 2<sup>d</sup>
,K,Nature of ffaith,Mar. 18,Nature of ffaith
,K,Cook′s Sallust,May 26,Cook's Sallust & Review &c
,F.5.7,Gouldman′s Dictionary,1749 Mar. 3,Gouldman's Dictionary
,,to Dumbarny [John Craigie of Dumbarnie],,
26,K.4.1,Universal Hist. Vol 1<sup>st</sup>,Mar. 18,Universal Hist. Vol. 1st
,,Jerom Stones. P[er] Mr Rymers order,,|-}<noinclude></div></noinclude>
